1,"Need before board meeting.","mobile"
537,"Benjamin Gay and Jamel White shared carries in his place.","email"
538,"However, he's no better than waiver wire fodder in Fantasy Football.","email"
539,"Here's the September purchase for September.","email"
540,"Let me consult my partner and get back with you in the morning.","email"
541,"Throw it away and not let it touch your heart.","email"
542,"Dayne and another second tier RB for one of the above.","email"
543,"But the Chiefs might depend on the run, so his numbers may be limited.","email"
544,"Try it again and let me know.","email"
545,"Jackie Adams is trying to get this done today.","email"
546,"I can't seem to find it.","email"
547,"I will add this to the folder and let you know when we get into it.","email"
548,"He is recovering from a left knee injury.","email"
549,"See the list below.","email"
550,"He left the Jets  win over Miami in the second half on October.","email"
551,"Give it some time.","email"
552,"Count me out for this round.","email"
553,"Do you know if this has been done yet?","email"
554,"Let me know which day is good for you.","email"
555,"Thanks again for thinking of me.","email"
556,"Please give me a call.","email"
557,"He did not say when that would be.","email"
558,"The Auction this year is hosted by EGS.","email"
559,"I will be out on Friday, but any other day is fine.","email"
560,"Toomer has been inconsistent this season.","email"
561,"If you have questions, please send an email to Enron.","email"
562,"Thank you for all your help.","email"
563,"Let me know if it doesn't go away.","email"
564,"We use this functionality a lot when pathing pools.","email"
565,"The volumes tie, so the pricing must be off somewhere.","email"
566,"I hope you feel better.","email"
567,"Please let us know asap.","email"
568,"I don't have Lost Creek yet - hopefully before you leave.","email"
569,"Good luck this week, I can't see any sure things out there.","email"
570,"Mark, please take a look and let me know if you have any questions.","email"
571,"The Portal User IDs and Passwords are created by you.","email"
572,"At 17, he enlisted in the US Navy.","email"
573,"He will be re-evaluated after receiving an injection.","email"
574,"Don't use him this week.","email"
575,"Using Stoerner in your starting lineup would be a risky move.","email"
576,"Trust me, the men are the ones showing restraint.","email"
577,"She started singing along softly with the radio.","email"
578,"He is expected to participate in practice.","email"
579,"Theresa, the formula BP is using is highlighted in red below.","email"
580,"Before I forget, there is one last change.","email"
581,"You'll have to forward that home for dad to see.","email"
582,"Please let me know if there is any way that I can help you.","email"
583,"Let me know if you can't open it.","email"
584,"Let me know if you need further information.","email"
585,"Ladies, here's the revised September purchase.","email"
586,"The others raise their eyebrows.","email"
587,"Thank you for your support and generosity.","email"
588,"Please feel free to add to it if I missed something.","email"
589,"My husband Jeff and I are planning on attending.","email"
590,"Keep him in mind as a No.","email"
591,"Let me know if you need anything else.","email"
592,"We currently have 6 employees.","email"
593,"Here's the new one.","email"
594,"I am all about Win-Win here.","email"
595,"He is close to full speed, says the Charlotte Observer.","email"
596,"Hope this message is much better received than yesterday's.","email"
597,"Andy Fastow will be on a leave of absence from the company.","email"
598,"You'll receive the brand new Palm OS v4.","email"
599,"This needs to go to imbalance between Quantum and Crestone.","email"
600,"Currently, we are focusing our resources on domestic sites.","email"
601,"I'll keep you posted.","email"
602,"The old list we had from Sybase no longer exists.","email"
603,"Could you please let me know as soon as possible.","email"
604,"Did you ever hear anything?","email"
605,"See client Help for more information.","email"
606,"We will forward it to you as soon as we get it.","email"
607,"Charlie Garner will once again be Oakland's feature back.","email"
608,"Chambers is still too inconsistent to start for most Fantasy teams.","email"
609,"His abilities will be limited if he does play Sunday.","email"
610,"Parking at the walk site will be free.","email"
611,"Also,  please look at Howell for Oct 2001.","email"
612,"Since you all are so slow to think, here are a few ideas.","email"
613,"You can't destroy us, and you can't stop us.","email"
614,"Jacksonville's secondary is thin because of injuries.","email"
615,"Please set me, Heidi DuBose, up as their travel arranger.","email"
616,"So, we need to get these resolved.","email"
617,"It was the best dinner table conversation we've had in a long time.","email"
618,"We could do it at my house.","email"
619,"Amy Felling should be your contact on the 19th.","email"
620,"That calendar was enough to put me on a diet.","email"
621,"A detailed organizational chart is attached.","email"
622,"Jeff had been serving as chairman and CEO of Enron Industrial Markets.","email"
623,"We lost 1 player this week who picked Baltimore, sorry.","email"
624,"I see some volume reversing in the system.","email"
625,"I would love to take Dawn and Sara riding.","email"
626,"I was planning on calling you after I saw your revisions.","email"
627,"I met my neighbors in the park across the street tonight.","email"
628,"Sorry for any inconvenience.","email"
629,"I think it should be fixed now.","email"
630,"Try and re-draft and let me know.","email"
631,"Robert ,I'm working on this right now.","email"
632,"Brian Mitchell will likely serve as Duce Staley's backup.","email"
633,"I have the option of starting Jim Miller or picking up Chris Weinke.","email"
634,"He is recovering from a sprained foot.","email"
635,"I hope we'll get the game here in Denver.","email"
636,"Kim, here's the PSCO website address.","email"
637,"Please forward the backup today if possible so we can review.","email"
638,"Hours are listed in 24hr format central time.","email"
639,"Theresa, I've redrafted and we're still off, even more now.","email"
640,"He has made progress in his recovery and might play this week.","email"
641,"I just faxed copies of the invoices to you.","email"
642,"Ty needs to work on our model before we could start anything anyway.","email"
643,"We had some measurement of gas from Quantum throughout the month.","email"
644,"Have a good weekend.","email"
645,"When the inspection is finished we will communicate those results.","email"
646,"If she calls me yet today, I'll let you know.","email"
647,"Megan, try this for Phillips.","email"
648,"He was our best player when he got hurt.","email"
649,"He is recovering from a bruised left shoulder.","email"
650,"He remains a good Fantasy backup when healthy.","email"
651,"You can bring it to work and we could meet for lunch one day.","email"
652,"Laveranues Coles will be the top receiver in his absence.","email"
653,"Last week we reported third quarter earnings.","email"
654,"I will try to expedite payment tomorrow.","email"
655,"His status for Thursday's game against Dallas is unclear.","email"
656,"But I would suspect that when Ricky can play, he'll play again.","email"
657,"He said he would learn more about the injury as the week progressed.","email"
658,"It's this issue's featured eBook.","email"
659,"On Friday, October 26th.","email"
660,"If it needs to be paid, we will need to add the day to the deal.","email"
661,"He started Sunday's game and had two catches for 70 yards.","email"
662,"I'll take them one at a time.","email"
663,"The second deal in question which needs to be resolved asap.","email"
664,"Normally we just eat and run.","email"
665,"I am hoping to complete them today or tomorrow morning.","email"
666,"Tricia needs to know if she needs to invoice them or not.","email"
667,"Ruth, the market drove us back for the weekend.","email"
668,"I've sort of lost track of what all I've received.","email"
669,"Richardson is battling a shoulder injury.","email"
670,"She would hate to see us not get our expense reports paid.","email"
671,"I'll try and get to this later today.","email"
672,"Please let me know if you need any additional information.","email"
673,"In his third season, Booker has become a superb Fantasy wideout.","email"
674,"Let me know if you have further questions.","email"
675,"Donovan McNabb is one of my starters.","email"
676,"Team Chick hasn't been in the Super Bowl every year for no reason.","email"
677,"Jones executive vice president and chief operating officer.","email"
678,"I need a little more stability in my work environment.","email"
679,"He is suffering from a strained left shoulder.","email"
680,"But thank you for the offer.","email"
681,"Louis, posting five catches for 35 yards and two scores.","email"
682,"Reconfigure the disk layout.","email"
683,"His status for the Week 11 game against Atlanta is unclear.","email"
684,"He is listed as probable for Monday's game against Tennessee.","email"
685,"My comments are in fuschia.","email"
686,"Seifert said he didn't know if Weinke would practice Thursday.","email"
687,"Since we're ok on volumes now, it's got to be pricing somewhere.","email"
688,"Newly-signed Tony Simmons might work as the third receiver.","email"
689,"Monitor his progress over the next few weeks.","email"
690,"When it is used we try and do as many paths as possible.","email"
691,"We don't recommend you use him in a Fantasy league this week.","email"
692,"What do you show as the storage schedule?","email"
693,"He has developed a good on-field relationship with QB Brad Johnson.","email"
694,"But let me know which ones you don't get.","email"
695,"Every Enron employee has an internet email address.","email"
696,"Apparently, BP is using the correct pricing.","email"
697,"Let me know if you have any problems.","email"
698,"See, we Americans had gotten sort of distracted.","email"
699,"X-rays were negative, and Hakim is listed as day to day.","email"
700,"Megan, I'm not sure why this is showing up.","email"
701,"I'll talk to you on Monday.","email"
702,"There's been a shortage of blood in this area.","email"
703,"Expect him to produce good numbers against New England.","email"
704,"We are also in touch with the U.","email"
705,"Just don't start him against the stifling Ravens defense this week.","email"
706,"I will need to get you set up in their system prior to Tuesday.","email"
707,"The results were expected back Tuesday.","email"
708,"I am having problems reconciling with Theresa's invoices.","email"
709,"I'll let you know after lunch.","email"
710,"Our politicians are rising to the occasion.","email"
711,"One would have thought I'd have this down pat by now.","email"
712,"Please let me know what days you plan on taking off.","email"
713,"Zack Crockett may be used in goal-line situations.","email"
714,"Below is the intended version.","email"
715,"You will never be able to put them out.","email"
716,"We are heartened by the many notes of care and concern.","email"
717,"The deal was nominated and cut to zero.","email"
718,"People stuck in traffic on either side of us joined in.","email"
719,"He is listed as day to day.","email"
720,"Try this one now and let me know.","email"
721,"I have an electric knife.","email"
722,"Jason Brookins will start at running back if Allen is inactive.","email"
723,"It would be great if I could have the files by the 18th or 19th.","email"
724,"Drop him if he was on your Fantasy roster.","email"
725,"I would love to help you guys with this imbalance.","email"
726,"I was out Thurs.","email"
727,"Bradford has yet to prove himself as a Fantasy player.","email"
728,"Amy will be here to cover.","email"
729,"He only gained 17 yards on nine carries in the Jaguars  previous.","email"
730,"This quarter they are reported separately.","email"
731,"I will fax the invoice to you today.","email"
732,"Hope that all is well in Denver.","email"
733,"Ed Terry is in there twice.","email"
734,"I called my husband at work today just to tell him I loved him.","email"
735,"I guess the next time I'll see you is for Super Bowl.","email"
736,"He is one of three Eagles who will be held out of the game.","email"
737,"They are still burning.","email"
738,"It stands to reason that I will eventually win.","email"
739,"They must not be distributed without our consent.","email"
740,"We talked quietly while everybody gathered.","email"
741,"We were planning to have him from the start.","email"
742,"I need your help in putting together a new list.","email"
743,"In the end, we chose to keep our traditional method.","email"
744,"My husband and I are on a waiting list to give blood.","email"
745,"Just thought you oughta know.","email"
746,"He is out indefinitely and could miss the remainder of the season.","email"
747,"Please call me if you see any problems.","email"
748,"However, he's still expected to start in the 49ers next game on Oct.","email"
749,"Fuel surcharges, if applicable are included in the fees listed.","email"
750,"I am working on the November producers today as a matter of fact.","email"
751,"You know that I love you.","email"
752,"The mud was their idea.","email"
753,"He did not return to the contest, and is listed as day to day.","email"
754,"The local forecasters are showing rain for Thanksgiving here.","email"
755,"Talk to you soon.","email"
756,"That makes him a risky start from a Fantasy perspective.","email"
757,"The All-Employee Meeting will be held Tuesday, Oct.","email"
758,"Don't bother picking him up.","email"
759,"The artist assures me it is a turkey.","email"
760,"Send me your address.","email"
761,"This upgrade may take up to 2 hours.","email"
762,"I'm very sorry about that mix up.","email"
763,"Things are crazy for sure!","email"
764,"Amy was let go last Friday here along with another guy.","email"
765,"We also decided against a formal seating arrangement.","email"
766,"Don't expect Sanders to play anytime soon.","email"
767,"Finally, I would delete the paragraph about lawyers.","memorable"
768,"Please stay on top of the security issue.","memorable"
769,"I am on my way.","memorable"
770,"John this message concerns me.","memorable"
771,"Has anyone else heard anything?","memorable"
772,"Do you want to fax it to my hotel?","memorable"
773,"I would be glad to participate.","memorable"
774,"What are the units?","memorable"
775,"We will have some good detail by January 7.","memorable"
776,"No there will be plenty of others.","memorable"
777,"I think your outlined measures sound fine.","memorable"
778,"Are you being a baby?","memorable"
779,"Tried reaching you earlier.","memorable"
780,"Trip was good I presume?","memorable"
781,"Kay Mann is going to take the lead on this.","memorable"
782,"Once you do, you can never go back.","memorable"
783,"I think those are the right dates.","memorable"
784,"Have a good evening.","memorable"
785,"Not just 1 to 2.","memorable"
786,"I think we should consider this request.","memorable"
787,"I will be back Friday.","memorable"
788,"We can discuss options early next week.","memorable"
789,"I will likely not be available.","memorable"
790,"I haven't had a conversation on this since 1999. ","memorable"
791,"What is going on?","memorable"
792,"Ben could tell him about Pompano.","memorable"
793,"I changed that in one prior draft.","memorable"
794,"I am meeting with my direct reports at 1 to work on recommendations.","memorable"
795,"We can work around these plans if you prefer.","memorable"
796,"What is the purpose of this?","memorable"
797,"Neal, can you help with this?","memorable"
798,"This is the neatest toy I have had.","memorable"
799,"How soon do you need it?","memorable"
800,"Pressure to finish my review!","memorable"
801,"Get with David Lund.","memorable"
802,"Maybe traffic will be light on Thursday.","memorable"
803,"We don't seem to have any positive income there.","memorable"
804,"Or are you going to be tied up with dinner?","memorable"
805,"Can you call me at home?","memorable"
806,"I think we should put a number on the table.","memorable"
807,"Did we plan that?","memorable"
808,"I have 30 minutes then.","memorable"
809,"Thank you for your call.","memorable"
810,"Joel will handle this.","memorable"
811,"Can you help me here?","memorable"
812,"No employment claims for gas or power.","memorable"
813,"I will follow up with him as soon as the dust settles.","memorable"
814,"Did you differ from me?","memorable"
815,"Do we know what we need?","memorable"
816,"You have a nice holiday too.","memorable"
817,"Would you mind taking the lead on this?","memorable"
818,"This is the crew.","memorable"
819,"What is happening to the stock price?","memorable"
820,"I worked on the grade level promotion.","memorable"
821,"I have a request.","memorable"
822,"I wonder if RBS is another institution which could move quickly.","memorable"
823,"Until we can answer these questions, we cannot terminate anything.","memorable"
824,"Don't they have some conflicts here?","memorable"
825,"Please make sure Bob Kelley is on the list.","memorable"
826,"You have a lot of holes in your plan.","memorable"
827,"Can we have them until we move?","memorable"
828,"Has Dynegy made a specific request?","memorable"
829,"Can you wait until Monday?","memorable"
830,"We will be managing our rates and we need to plan on software.","memorable"
831,"Not even in yet.","memorable"
832,"I think in this case specific is better.","memorable"
833,"Do you and George have a thing going?","memorable"
834,"Have you done any deals yet?","memorable"
835,"This is all so unreal.","memorable"
836,"Do we need to discuss?","memorable"
837,"We can have wine and catch up.","memorable"
838,"Can you help get this cleared up?","memorable"
839,"I can return earlier.","memorable"
840,"Their key decision maker did not show which is not a good sign.","memorable"
841,"I will bring John Brindle.","memorable"
842,"Let's wait until Monday.","memorable"
843,"If so what was it?","memorable"
844,"Are you going to call?","memorable"
845,"That would likely be an expensive option.","memorable"
846,"Both of us are still here.","memorable"
847,"I can fill you in on more details later.","memorable"
848,"This seems fine to me.","memorable"
849,"What level of detail do you need?","memorable"
850,"Did you get this?","memorable"
851,"Thursday works better for me.","memorable"
852,"I have a high level in my office.","memorable"
853,"Please send it to both of us.","memorable"
854,"Will you and KB be around this afternoon?","memorable"
855,"Can you help with this one?","memorable"
856,"I still believe a September 30 closing is unrealistic.","memorable"
857,"Thanks for checking with me.","memorable"
858,"How is it going?","memorable"
859,"You can talk to Becky!","memorable"
860,"We are all fragile.","memorable"
861,"Not at this time.","memorable"
862,"Bound to be some media flack on this.","memorable"
863,"This is very sensitive.","memorable"
864,"Let me know when you get this.","memorable"
865,"The contract is a bit complicated.","memorable"
866,"Jan has a lot of detail.","memorable"
867,"I was going to call you but I hate to bother your holiday.","memorable"
868,"I can review afterwards and get back to you tonight.","memorable"
869,"Don't forget the wood.","memorable"
870,"But we should pay them the 4500.","memorable"
871,"Did we get ours back?","memorable"
872,"Should we email this to you or fax to your house?","memorable"
873,"Mikey is invited also.","memorable"
874,"We are waiting on the cold front.","memorable"
875,"I was planning to attend.","memorable"
876,"I'm fully recovered and back on pace.","memorable"
877,"Disney was great and I've been to eight baseball games.","memorable"
878,"I don't want to let my nanny go home if you think you need me.","memorable"
879,"Get with Mary for format.","memorable"
880,"Will 2PM ET work for you?","memorable"
881,"I talked to Duran.","memorable"
882,"I don't think we need to make a big deal of this.","memorable"
883,"A gift isn't necessary.","memorable"
884,"That is one of the things we are working on.","memorable"
885,"I'm waiting until she comes home.","memorable"
886,"Suggest you get facts before judging anyone.","memorable"
887,"We need a process to deal with this.","memorable"
888,"How long can you guys shop?","memorable"
889,"I just had my head in the clouds.","memorable"
890,"I am looking forward to the salad.","memorable"
891,"Please send me an email.","memorable"
892,"Was it a car wreck?","memorable"
893,"What is the stock price doing?","memorable"
894,"I am not aware of any.","memorable"
895,"What is the cost issue?","memorable"
896,"I agreed terms with Greg.","memorable"
897,"We will keep you posted.","memorable"
898,"Next time ask Jim to call me.","memorable"
899,"I am freaking out!","memorable"
900,"I am working with Mary Joyce on that right now.","memorable"
901,"It's not looking too good is it?","memorable"
902,"John, can you give Konni a call?","memorable"
903,"Tell her to get my expense report done.","memorable"
904,"Are you on the diet with me?","memorable"
905,"I didn't understand we were borrowing them.","memorable"
906,"She has absolutely everything.","memorable"
907,"Do we have New York sorted out?","memorable"
908,"What's your phone number?","memorable"
909,"I am in 50M if you need me.","memorable"
910,"Steve Gilbert is working on this.","memorable"
911,"Is that enough for this week?","memorable"
912,"I will be there.","memorable"
913,"Maybe you can leave early.","memorable"
914,"Did you not read my first email?","memorable"
915,"I will be thinking of you.","memorable"
916,"I may take the opportunity to run some errands.","memorable"
917,"I am at the lake.","memorable"
918,"Are you going to apply?","memorable"
919,"Are we ready for this on Monday?","memorable"
920,"She called and wants to come over this AM.","memorable"
921,"Are you back in town?","memorable"
922,"It is not surprising.","memorable"
923,"Should systems manage the migration?","memorable"
924,"Chris Foster is in!","memorable"
925,"Mostly a social call.","memorable"
926,"Yes I like perfume.","memorable"
927,"I haven't visited with Stan lately.","memorable"
928,"Hope you guys are doing fine.","memorable"
929,"Have I mentioned how much I love Houston traffic?","memorable"
930,"This will be hard.","memorable"
931,"We need to talk about this month.","memorable"
932,"You can explain this to me next week or over the weekend.","memorable"
933,"Are you going to join us for lunch?","memorable"
934,"What do you think about Tracy and Jim?","memorable"
935,"Nice weather for it.","memorable"
936,"I have an AM doctor's appointment.","memorable"
937,"I'm in a meeting until noon.","memorable"
938,"How are things with you?","memorable"
939,"I hope you are feeling better.","memorable"
940,"I sent it to her.","memorable"
941,"Will it be delivered?","memorable"
942,"Are you getting all the information you need?","memorable"
943,"I'm in Stan's office.","memorable"
944,"Tried to call but couldn't reach you.","memorable"
945,"Could you see where this stands?","memorable"
946,"Sounds good to me.","memorable"
947,"I am not concerned with the Brown money.","memorable"
948,"And leave my school alone.","memorable"
949,"There is now a meeting at 8PM as well.","memorable"
950,"She has a web address.","memorable"
951,"He played goalie almost the entire game.","memorable"
952,"Did you set up my corporate account for me?","memorable"
953,"Can you please review and get back to Tim?","memorable"
954,"Is this the only time available?","memorable"
955,"Can you get with Mary and make sure?","memorable"
956,"Travis is in charge.","memorable"
957,"It reads like she is in.","memorable"
958,"I am almost speechless.","memorable"
959,"Does Dan know about Julia changing groups?","memorable"
960,"Will follow up today.","memorable"
961,"I want to thank everyone involved.","memorable"
962,"I am fine with this.","memorable"
963,"In a meeting with your guys now.","memorable"
964,"He would love anything about rocks.","memorable"
965,"Ava, please put me on the list.","memorable"
966,"Could you try ringing her?","memorable"
967,"Board meeting running long.","memorable"
968,"I am out of town on business tonight.","memorable"
969,"What did Mark say?","memorable"
970,"Make sure they are current.","memorable"
971,"I will be checking up with Lisa.","memorable"
972,"I'll get you one.","memorable"
973,"Through this account cash flows to corporate.","memorable"
974,"On my way back.","memorable"
975,"That would be great.","memorable"
976,"I'll call you in the morning.","memorable"
977,"I tried that to no avail.","memorable"
978,"I have forwarded to Kelly.","memorable"
979,"Did you talk to Ava this morning?","memorable"
980,"Did you mean Oxley?","memorable"
981,"If we don't get it, could be trouble.","memorable"
982,"I have some more data coming.","memorable"
983,"I thought you were on 6.","memorable"
984,"Treasa knows the details.","memorable"
985,"Hope all is well.","memorable"
986,"Wish me luck with Linda.","memorable"
987,"I'm on my way back there to do so.","memorable"
988,"I won't be home until 6.","memorable"
989,"Hey TK, how are you doing?","memorable"
990,"Was wondering if you and Natalie connected?","memorable"
991,"I am sorry you had to come in.","memorable"
992,"We will get you a copy.","memorable"
993,"On the plane, doors closing.","memorable"
994,"Perhaps there was a glitch.","memorable"
995,"What is up with ENE?","memorable"
996,"Mike, are you aware of this?","memorable"
997,"Would you have John send me a message?","memorable"
998,"Please send me an email to let me know.","memorable"
999,"I've never worked with her.","memorable"
1000,"Will give you more shortly.","memorable"
1001,"Did you tell Steve?","memorable"
1002,"We have lots of paper stuff.","memorable"
1003,"Hopefully this can wait until Monday.","memorable"
1004,"Has your 4th quarter changed?","memorable"
1005,"Can you resend me the Doyle email from last week?","memorable"
1006,"What is the mood?","memorable"
1007,"The troops just walked in.","memorable"
1008,"Do you still need me to sign something?","memorable"
1009,"They have capacity now.","memorable"
1010,"Ava, do we need to worry about this?","memorable"
1011,"I don't have the distraction of taking care of Mimi.","memorable"
1012,"I have other things to worry about!","memorable"
1013,"Where do you want to meet to walk over there?","memorable"
1014,"I just tracked down Steve.","memorable"
1015,"Can you do the Gallup contracts as well?","memorable"
1016,"What happened to the guy with the paper to sign?","memorable"
1017,"See you next week.","memorable"
1018,"Need to watch closely.","memorable"
1019,"Do we have anyone in Portland?","memorable"
1020,"Call me to give me a heads up.","memorable"
1021,"Thank you for your prompt reply.","memorable"
1022,"I'm going to class.","memorable"
1023,"Sorry for the unfriendly greeting in the lobby.","memorable"
1024,"We are on a plane coming back.","memorable"
1025,"I agree since I am at the bank right now.","memorable"
1026,"Do you need to be there?","memorable"
1027,"Had a great meeting.","memorable"
1028,"Neil has been asking around.","memorable"
1029,"We just need a sitter.","memorable"
1030,"Do we need to do anything here?","memorable"
1031,"Is this cash coming into TW?","memorable"
1032,"I wanted to go drinking with you.","memorable"
1033,"Mike is putting pressure on me.","memorable"
1034,"What is in the plan?","memorable"
1035,"We're on the way.","memorable"
1036,"Is this the conference rate?","memorable"
1037,"Are you in a good mood?","memorable"
1038,"I would like to attend if so.","memorable"
1039,"Thanks for the quick turnaround.","memorable"
1040,"What is your issue sir?","memorable"
1041,"If not can I call you?","memorable"
1042,"I'm glad she likes her tree.","memorable"
1043,"Sorry for the delay.","memorable"
1044,"They have to go away and have a think.","memorable"
1045,"I plan to be in the office tomorrow.","memorable"
1046,"What do you hear?","memorable"
1047,"I am monitoring email.","memorable"
1048,"I love you too.","memorable"
1049,"I was trying to remember what Bobby said.","memorable"
1050,"I would expect an answer ASAP.","memorable"
1051,"Am I getting a good package?","memorable"
1052,"Also it appears no payment is required tomorrow.","memorable"
1053,"We need to bring them along slowly.","memorable"
1054,"I can get them.","memorable"
1055,"Please call tomorrow if possible.","memorable"
1056,"Where are they hitting the books at?","memorable"
1057,"Do you need it today?","memorable"
1058,"Do you know anything?","memorable"
1059,"I left a message.","memorable"
1060,"I am walking in now.","memorable"
1061,"Your voice cheered me up.","memorable"
1062,"How did you make sure it was the right set?","memorable"
1063,"Probably can handle Monday PM.","memorable"
1064,"Will call later to explain.","memorable"
1065,"When do we review with El Paso?","memorable"
1066,"Don't make me pull tapes on whether you understood our fee.","memorable"
1067,"I'm working on a liquidity forecast.","memorable"
1068,"That's a lot of dollars.","memorable"
1069,"I think that is the right answer.","memorable"
1070,"We must be consistent.","memorable"
1071,"Probably will be working.","memorable"
1072,"Hope your trip to Florida was good.","memorable"
1073,"Geez, I sound pathetic.","memorable"
1074,"This is good I think.","memorable"
